Year,State,Narcotic,NonNarcotic,Percentage,From.Yearly.Mean
1999,AK,2160,20711,9.444274408639762,6.496824400649687
1999,AL,8813,146973,5.657119381715944,2.709669373725869
1999,AR,1645,48742,3.264730982197789,0.31728097420771384
1999,CA,18385,1646130,1.1045259429924033,-1.842924064997672
1999,CO,3137,62463,4.782012195121951,1.8345621871318762
1999,CT,6844,107442,5.988485028787428,3.041035020797353
1999,DC,962,30045,3.102525236236979,0.15507522824690367
1999,DE,557,20616,2.6307089217399517,-0.3167410862501234
1999,FL,11223,367833,2.9607762441433456,0.013326236153270443
1999,GA,6773,251440,2.623028275106211,-0.32442173288386433
1999,HI,2206,22706,8.855170199100835,5.9077201911107595
1999,IA,609,18864,3.12740717917116,0.17995717118108479
1999,ID,1503,22116,6.363520894195352,3.4160708862052767
1999,IL,5145,430806,1.1801785063000199,-1.7672715016900553
1999,IN,8533,181405,4.492518611336331,1.5450686033462562
1999,KS,943,48520,1.9064755473788486,-1.0409744606112266
1999,KY,2210,231771,0.9445211363315825,-2.0029288716584928
1999,LA,1981,216679,0.9059727430714352,-2.04147726491864
1999,MA,9106,467351,1.9111903067852924,-1.0362597012047827
1999,MD,1803,55118,3.1675480051299174,0.22009799713984224
1999,ME,5410,76282,6.622435489399208,3.6749854814091325
1999,MI,2679,170847,1.543860862349158,-1.403589145640917
1999,MN,2828,90914,3.0167907661453777,0.0693407581553025
1999,MO,7245,190302,3.6674816625916873,0.7200316546016121
1999,MS,270,32804,0.8163512124327267,-2.1310987955573486
1999,MT,2430,24264,9.103169251517194,6.155719243527119
1999,NC,24531,226454,9.773890869972309,6.826440861982234
1999,ND,347,11603,2.9037656903765687,-0.04368431761350644
1999,NE,1972,68220,2.8094369728744018,-0.13801303511567342
1999,NH,4792,59846,7.413595717689285,4.46614570969921
1999,NJ,10014,159855,5.895130953852674,2.947680945862599
1999,NM,1558,21713,6.695028146620256,3.747578138630181
1999,NV,1611,17432,8.459801501864202,5.512351493874127
1999,NY,8316,1046496,0.7883869353022149,-2.1590630726878604
1999,OH,5734,439999,1.2864203458124035,-1.6610296621776717
1999,OK,1268,55039,2.251940256096045,-0.6955097518940301
1999,OR,3566,44624,7.399875492840838,4.452425484850763
1999,PA,10648,259256,3.9451064082043983,0.9976564002143231
1999,RI,1206,33432,3.4817252728217563,0.5342752648316811
1999,SC,4711,102050,4.412660053764951,1.4652100457748762
1999,SD,223,8301,2.616142656030033,-0.33130735196004224
1999,TX,23760,535088,4.2516032982134675,1.3041532902233923
1999,UT,4293,61183,6.556600891929867,3.609150883939792
1999,VA,11503,163072,6.589145066590291,3.6416950586002157
1999,VT,2018,40774,4.715834735464573,1.7683847274744977
1999,WA,13244,180954,6.819843664713334,3.8723936567232586
1999,WI,8748,119779,6.806351972737246,3.8589019647471705
1999,WV,1819,91777,1.9434591221847086,-1.0039908858053666
1999,WY,366,8407,4.171891029294426,1.2244410213043508
1999,XX,272872,8861980,2.9871529390952367,0.03970293110516154
