State,Narcotic,NonNarcotic,Year,Percentage,From.Yearly.Mean,Yearly.Mean
KS,1038,51232,1998,1.9858427396211977,-0.8576363651000765,2.843479104721274
KY,3190,190729,1998,1.6450167337909125,-1.1984623709303617,2.843479104721274
LA,1517,155638,1998,0.9652890458464572,-1.878190058874817,2.843479104721274
MA,5386,363060,1998,1.4618152999354044,-1.3816638047858698,2.843479104721274
MD,1236,35586,1998,3.3566889359621968,0.5132098312409226,2.843479104721274
ME,3279,61511,1998,5.060966198487421,2.2174870937661466,2.843479104721274
MI,3506,210732,1998,1.6364977268271734,-1.2069813778941008,2.843479104721274
MN,1777,85040,1998,2.0468341453862724,-0.7966449593350018,2.843479104721274
MO,4044,133973,1998,2.930073831484527,0.08659472676325297,2.843479104721274
MS,616,82676,1998,0.73956682514527206,-2.103912279576002,2.843479104721274
MT,1879,19112,1998,8.951455385641466,6.107976280920193,2.843479104721274
NC,18422,194993,1998,8.632008059414757,5.788528954693483,2.843479104721274
ND,192,8181,1998,2.293084915800788,-0.5503941889204862,2.843479104721274
NE,1672,52185,1998,3.1045175186141076,0.26103841389283344,2.843479104721274
NH,3234,42200,1998,7.118017343839416,4.274538239118142,2.843479104721274
NJ,7163,123774,1998,5.470569816018391,2.6270907112971167,2.843479104721274
NM,1503,18516,1998,7.507867525850442,4.664388421129168,2.843479104721274
NV,1274,14779,1998,7.936211300068523,5.092732195347249,2.843479104721274
NY,7172,756615,1998,0.9390052462270241,-1.9044738584942502,2.843479104721274
OH,5347,365868,1998,1.4404051560416469,-1.4030739486796273,2.843479104721274
OK,1136,39163,1998,2.8189285093922924,-0.02455059532898174,2.843479104721274
OR,2038,29695,1998,6.422336369079506,3.578857264358232,2.843479104721274
PA,8929,214749,1998,3.991899069197686,1.1484199644764117,2.843479104721274
RI,872,27641,1998,3.058254129695227,0.21477502497395262,2.843479104721274
SC,2782,51750,1998,5.10159172595907,2.2581126212377955,2.843479104721274
SD,149,6377,1998,2.283174992338339,-0.5603041123829353,2.843479104721274
TX,19019,330126,1998,5.447306992796689,2.6038278880754144,2.843479104721274
UT,3240,45912,1998,6.591796875,3.748317770278726,2.843479104721274
VA,9954,135954,1998,6.822107081174439,3.9786279764531645,2.843479104721274
VT,1054,15673,1998,6.301189693310218,3.457710588588944,2.843479104721274
WA,10077,142015,1998,6.625595034584331,3.7821159298630564,2.843479104721274
WI,6804,93977,1998,6.751272561296276,3.907793456575002,2.843479104721274
WV,1778,103941,1998,1.6818168919494132,-1.161662212771861,2.843479104721274
WY,242,6486,1998,3.596908442330559,0.7534293376092847,2.843479104721274
XX,204760,6871274,1998,2.8937113643037895,0.050232259582515315,2.843479104721274
AK,2160,20711,1999,9.444274408639762,6.496824400649687,2.947450007990075
AL,8813,146973,1999,5.657119381715944,2.709669373725869,2.947450007990075
AR,1645,48742,1999,3.264730982197789,0.31728097420771384,2.947450007990075
CA,18385,1646130,1999,1.1045259429924033,-1.842924064997672,2.947450007990075
CO,3137,62463,1999,4.782012195121951,1.8345621871318762,2.947450007990075
CT,6844,107442,1999,5.988485028787428,3.041035020797353,2.947450007990075
DC,962,30045,1999,3.102525236236979,0.15507522824690367,2.947450007990075
DE,557,20616,1999,2.6307089217399517,-0.3167410862501234,2.947450007990075
FL,11223,367833,1999,2.9607762441433456,0.013326236153270443,2.947450007990075
GA,6773,251440,1999,2.623028275106211,-0.32442173288386433,2.947450007990075
HI,2206,22706,1999,8.855170199100835,5.9077201911107595,2.947450007990075
IA,609,18864,1999,3.12740717917116,0.17995717118108479,2.947450007990075
ID,1503,22116,1999,6.363520894195352,3.4160708862052767,2.947450007990075
IL,5145,430806,1999,1.1801785063000199,-1.7672715016900553,2.947450007990075
IN,8533,181405,1999,4.492518611336331,1.5450686033462562,2.947450007990075
KS,943,48520,1999,1.9064755473788486,-1.0409744606112266,2.947450007990075
KY,2210,231771,1999,0.9445211363315825,-2.0029288716584928,2.947450007990075
LA,1981,216679,1999,0.9059727430714352,-2.04147726491864,2.947450007990075
MA,9106,467351,1999,1.9111903067852924,-1.0362597012047827,2.947450007990075
MD,1803,55118,1999,3.1675480051299174,0.22009799713984224,2.947450007990075
ME,5410,76282,1999,6.622435489399208,3.6749854814091325,2.947450007990075
MI,2679,170847,1999,1.543860862349158,-1.403589145640917,2.947450007990075
MN,2828,90914,1999,3.0167907661453777,0.0693407581553025,2.947450007990075
MO,7245,190302,1999,3.6674816625916873,0.7200316546016121,2.947450007990075
MS,270,32804,1999,0.8163512124327267,-2.1310987955573486,2.947450007990075
MT,2430,24264,1999,9.103169251517194,6.155719243527119,2.947450007990075
NC,24531,226454,1999,9.773890869972309,6.826440861982234,2.947450007990075
ND,347,11603,1999,2.9037656903765687,-0.04368431761350644,2.947450007990075
NE,1972,68220,1999,2.8094369728744018,-0.13801303511567342,2.947450007990075
NH,4792,59846,1999,7.413595717689285,4.46614570969921,2.947450007990075
NJ,10014,159855,1999,5.895130953852674,2.947680945862599,2.947450007990075
NM,1558,21713,1999,6.695028146620256,3.747578138630181,2.947450007990075
NV,1611,17432,1999,8.459801501864202,5.512351493874127,2.947450007990075
NY,8316,1046496,1999,0.7883869353022149,-2.1590630726878604,2.947450007990075
OH,5734,439999,1999,1.2864203458124035,-1.6610296621776717,2.947450007990075
OK,1268,55039,1999,2.251940256096045,-0.6955097518940301,2.947450007990075
OR,3566,44624,1999,7.399875492840838,4.452425484850763,2.947450007990075
PA,10648,259256,1999,3.9451064082043983,0.9976564002143231,2.947450007990075
RI,1206,33432,1999,3.4817252728217563,0.5342752648316811,2.947450007990075
SC,4711,102050,1999,4.412660053764951,1.4652100457748762,2.947450007990075
SD,223,8301,1999,2.616142656030033,-0.33130735196004224,2.947450007990075
TX,23760,535088,1999,4.2516032982134675,1.3041532902233923,2.947450007990075
UT,4293,61183,1999,6.556600891929867,3.609150883939792,2.947450007990075
VA,11503,163072,1999,6.589145066590291,3.6416950586002157,2.947450007990075
VT,2018,40774,1999,4.715834735464573,1.7683847274744977,2.947450007990075
WA,13244,180954,1999,6.819843664713334,3.8723936567232586,2.947450007990075
WI,8748,119779,1999,6.806351972737246,3.8589019647471705,2.947450007990075
WV,1819,91777,1999,1.9434591221847086,-1.0039908858053666,2.947450007990075
WY,366,8407,1999,4.171891029294426,1.2244410213043508,2.947450007990075
XX,272872,8861980,1999,2.9871529390952367,0.03970293110516154,2.947450007990075
AK,3038,26268,2000,10.366477854364293,6.751565358868019,3.6149124954962732
AL,10384,163866,2000,5.959253945480631,2.344341449984358,3.6149124954962732
AR,2561,72519,2000,3.4110282365476827,-0.20388425894859052,3.6149124954962732
CA,25233,1607113,2000,1.545811978587873,-2.0691005169084002,3.6149124954962732
CO,3225,48910,2000,6.185863623285701,2.5709511277894275,3.6149124954962732
CT,6955,109710,2000,5.961513735910513,2.34660124041424,3.6149124954962732
DC,763,26810,2000,2.767199796902767,-0.8477126985935062,3.6149124954962732
DE,1192,32085,2000,3.582053670703489,-0.03285882479278435,3.6149124954962732
FL,17832,430216,2000,3.9799307217083886,0.3650182262121153,3.6149124954962732
GA,8375,273581,2000,2.970321610464044,-0.6445908850322293,3.6149124954962732
HI,3140,30028,2000,9.466956102267247,5.852043606770973,3.6149124954962732
IA,1899,42480,2000,4.279050902453863,0.6641384069575902,3.6149124954962732
ID,1807,22345,2000,7.481782047035441,3.866869551539168,3.6149124954962732
IL,7806,461009,2000,1.6650491131896377,-1.9498633823066356,3.6149124954962732
IN,6924,147529,2000,4.482917133367432,0.868004637871159,3.6149124954962732
KS,1200,58352,2000,2.015045674368619,-1.5998668211276543,3.6149124954962732
KY,2788,278389,2000,0.9915462502267256,-2.6233662452695476,3.6149124954962732
LA,2453,223627,2000,1.0850141542816703,-2.529898341214603,3.6149124954962732
MA,13194,521422,2000,2.4679396052493754,-1.1469728902468979,3.6149124954962732
MD,2061,48231,2000,4.098067287043665,0.4831547915473915,3.6149124954962732
ME,8854,80482,2000,9.910898182143816,6.295985686647542,3.6149124954962732
MI,3981,160432,2000,2.4213413781148696,-1.1935711173814036,3.6149124954962732
MN,3216,76880,2000,4.015181781861766,0.4002692863654924,3.6149124954962732
MO,9592,223192,2000,4.1205581139597225,0.5056456184634492,3.6149124954962732
MS,634,82274,2000,0.7647030443383027,-2.8502094511579705,3.6149124954962732
MT,3063,29827,2000,9.312861051991487,5.697948556495213,3.6149124954962732
NC,37449,309466,2000,10.794863295043454,7.17995079954718,3.6149124954962732
ND,325,13672,2000,2.3219261270272202,-1.292986368469053,3.6149124954962732
NE,2195,72410,2000,2.94216205348167,-0.6727504420146033,3.6149124954962732
NH,6051,67375,2000,8.240950072181516,4.626037576685242,3.6149124954962732
NJ,13943,184790,2000,7.015946018024183,3.4010335225279094,3.6149124954962732
NM,1547,25961,2000,5.623818525519849,2.0089060300235757,3.6149124954962732
NV,2543,21348,2000,10.64417563099075,7.029263135494476,3.6149124954962732
NY,11962,1134919,2000,1.0430027178059451,-2.571909777690328,3.6149124954962732
OH,11330,475327,2000,2.328128435427827,-1.2867840600684461,3.6149124954962732
OK,1715,61586,2000,2.7092778945040363,-0.9056346009922369,3.6149124954962732
OR,6998,70743,2000,9.001685082517591,5.3867725870213174,3.6149124954962732
PA,8237,176458,2000,4.459785051030077,0.8448725555338039,3.6149124954962732
RI,1807,35368,2000,4.86079354404842,1.2458810485521465,3.6149124954962732
SC,8051,115487,2000,6.51702310220337,2.902110606707097,3.6149124954962732
SD,329,9600,2000,3.3135260348474165,-0.30138646064885677,3.6149124954962732
TN,5746,157505,2000,3.519733416640633,-0.09517907885564014,3.6149124954962732
TX,28013,590179,2000,4.5314400703988404,0.9165275749025672,3.6149124954962732
UT,3853,47987,2000,7.432484567901235,3.8175720724049618,3.6149124954962732
VA,14231,167334,2000,7.83796436537879,4.223051869882516,3.6149124954962732
VT,741,6969,2000,9.610894941634243,5.995982446137969,3.6149124954962732
WA,18643,220143,2000,7.807409144589716,4.192496649093442,3.6149124954962732
WI,13116,139093,2000,8.617098857492,5.002186361995726,3.6149124954962732
WV,3252,126528,2000,2.5057790106333795,-1.1091334848628938,3.6149124954962732
WY,575,9971,2000,5.4523041911625265,1.8373916956662533,3.6149124954962732
XX,362947,9620213,2000,3.635592337496344,0.02067984200007089,3.6149124954962732
AK,4802,30607,2001,13.561523906351491,9.156527950938614,4.404995955412878
AL,15117,203199,2001,6.924366514593524,2.519370559180646,4.404995955412878
AR,2978,86874,2001,3.3143391354672125,-1.0906568199456657,4.404995955412878
CA,36037,1591393,2001,2.2143502331897533,-2.190645722223125,4.404995955412878
CO,4253,57471,2001,6.890350592962219,2.4853546375493405,4.404995955412878
CT,9596,119140,2001,7.454014417101665,3.049018461688787,4.404995955412878
DC,1040,31716,2001,3.1749908413725727,-1.2300051140403054,4.404995955412878
DE,1832,37821,2001,4.6200791869467634,0.2150832315338853,4.404995955412878
FL,25699,509180,2001,4.80463805832721,0.3996421029143322,4.404995955412878
GA,12822,345249,2001,3.5808540764261836,-0.8241418789866946,4.404995955412878
HI,4132,32310,2001,11.338565391581144,6.933569436168265,4.404995955412878
IA,3770,77160,2001,4.658346719387125,0.2533507639742467,4.404995955412878
ID,2981,31997,2001,8.522499857053004,4.117503901640126,4.404995955412878
IL,11169,551048,2001,1.9865994802718525,-2.4183964751410256,4.404995955412878
IN,17941,261084,2001,6.4298897948212534,2.0248938394083753,4.404995955412878
KS,2348,84904,2001,2.691055792417366,-1.7139401629955122,4.404995955412878
KY,3846,342897,2001,1.1091788442737127,-3.2958171111391654,4.404995955412878
LA,4527,261463,2001,1.7019436820933118,-2.7030522733195665,4.404995955412878
MA,18303,562219,2001,3.1528520882929505,-1.2521438671199276,4.404995955412878
MD,4289,83758,2001,4.871261939645871,0.4662659842329928,4.404995955412878
ME,14384,106833,2001,11.866322380524185,7.461326425111307,4.404995955412878
MI,7456,286582,2001,2.5357266747835316,-1.8692692806293465,4.404995955412878
MN,6117,107850,2001,5.367343178288452,0.9623472228755743,4.404995955412878
MO,13338,273205,2001,4.65479875620762,0.2498028007947415,4.404995955412878
MS,1794,195571,2001,0.9089757555797634,-3.4960201998331146,4.404995955412878
MT,4590,37128,2001,11.00244498777506,6.597449032362182,4.404995955412878
NC,53892,407140,2001,11.689427198112062,7.284431242699184,4.404995955412878
ND,615,16424,2001,3.6093667468748167,-0.7956292085380614,4.404995955412878
NE,3192,87887,2001,3.504649809506033,-0.9003461459068451,4.404995955412878
NH,6480,71587,2001,8.300562337479345,3.895566382066467,4.404995955412878
NJ,16211,206432,2001,7.281163117636755,2.8761671622238767,4.404995955412878
NM,2198,31832,2001,6.459006758742286,2.054010803329408,4.404995955412878
NV,3781,26909,2001,12.319973932877158,7.91497797746428,4.404995955412878
NY,18189,1365976,2001,1.3140774401895727,-3.090918515223305,4.404995955412878
OH,22028,611592,2001,3.476531675136517,-0.9284642802763612,4.404995955412878
OK,2194,77630,2001,2.7485468029665263,-1.6564491524463518,4.404995955412878
OR,14092,137059,2001,9.323127203921906,4.918131248509028,4.404995955412878
PA,14224,272128,2001,4.9673129574789074,0.5623170020660293,4.404995955412878
RI,2505,39038,2001,6.029896733505042,1.6249007780921643,4.404995955412878
SC,12712,155441,2001,7.559781865325031,3.154785909912153,4.404995955412878
SD,582,12850,2001,4.332936271590232,-0.07205968382264594,4.404995955412878
TN,16144,328542,2001,4.68368312028919,0.2786871648763123,4.404995955412878
TX,34841,706455,2001,4.700011871101423,0.2950159156885448,4.404995955412878
UT,7028,69873,2001,9.139022899572177,4.734026944159299,4.404995955412878
VA,17946,175526,2001,9.275760833608999,4.870764878196121,4.404995955412878
VT,675,9385,2001,6.709741550695824,2.304745595282946,4.404995955412878
WA,28859,267881,2001,9.725348790186695,5.320352834773817,4.404995955412878
WI,17857,155672,2001,10.290498994404393,5.885503038991515,4.404995955412878
WV,4726,142394,2001,3.212343665035345,-1.192652290377533,4.404995955412878
WY,578,12045,2001,4.578943198922602,0.17394724350972357,4.404995955412878
XX,545592,11791216,2001,4.422472976802427,0.017477021389549208,4.404995955412878
AK,7479,45025,2002,14.244628980649093,7.200112972363851,7.0445160082852425
AL,28690,260556,2002,9.918892568955146,2.874376560669903,7.0445160082852425
AR,7821,119458,2002,6.1447685792628794,-0.899747429022363,7.0445160082852425
CA,76225,1710642,2002,4.265846310889395,-2.7786696973958476,7.0445160082852425
CO,10988,96832,2002,10.191059172695233,3.146543164409991,7.0445160082852425
CT,17026,136635,2002,11.080235062898199,4.035719054612956,7.0445160082852425
DC,1471,33977,2002,4.149740464906341,-2.894775543378901,7.0445160082852425
DE,4328,55767,2002,7.201930277061319,0.15741426877607623,7.0445160082852425
FL,60461,585528,2002,9.359447297090199,2.3149312888049565,7.0445160082852425
GA,35987,438104,2002,7.590736799475206,0.5462207911899633,7.0445160082852425
HI,6151,41851,2002,12.814049414607725,5.769533406322482,7.0445160082852425
IA,10543,119987,2002,8.077070405270819,1.0325543969855762,7.0445160082852425
ID,5591,50567,2002,9.95583888315111,2.911322874865867,7.0445160082852425
IL,33980,697780,2002,4.6435989942057505,-2.400917014079492,7.0445160082852425
IN,29165,310630,2002,8.58311629070469,1.5386002824194467,7.0445160082852425
KS,5954,96639,2002,5.803514859688283,-1.2410011485969594,7.0445160082852425
KY,6392,409366,2002,1.5374328335233478,-5.5070831747618945,7.0445160082852425
LA,15287,330204,2002,4.424717286412671,-2.619798721872572,7.0445160082852425
MA,46235,630126,2002,6.83584653757387,-0.20866947071137254,7.0445160082852425
MD,9047,108373,2002,7.704820303185148,0.6603042948999054,7.0445160082852425
ME,26754,149226,2002,15.202863961813842,8.1583479535286,7.0445160082852425
MI,24604,353568,2002,6.5060342912748705,-0.538481717010372,7.0445160082852425
MN,12494,137690,2002,8.31912853566292,1.274612527377677,7.0445160082852425
MO,30376,343904,2002,8.115849096932777,1.0713330886475347,7.0445160082852425
MS,10782,257520,2002,4.018605899322406,-3.0259101089628366,7.0445160082852425
MT,7631,44912,2002,14.523342785908685,7.478826777623443,7.0445160082852425
NC,90449,528473,2002,14.613957816978553,7.569441808693311,7.0445160082852425
ND,2017,22581,2002,8.199853646637937,1.1553376383526945,7.0445160082852425
NE,6082,108657,2002,5.300725995520268,-1.7437900127649746,7.0445160082852425
NH,12510,81931,2002,13.246365455681325,6.201849447396082,7.0445160082852425
NJ,26432,229214,2002,10.339297309560877,3.294781301275634,7.0445160082852425
NM,4330,45565,2002,8.678224270969034,1.6337082626837915,7.0445160082852425
NV,4579,32365,2002,12.394434820268515,5.349918811983272,7.0445160082852425
NY,48343,1696926,2002,2.7699454926432545,-4.274570515641988,7.0445160082852425
OH,59845,768787,2002,7.222144450129853,0.17762844184461013,7.0445160082852425
OK,6054,99645,2002,5.727584934578378,-1.316931073706865,7.0445160082852425
OR,25906,181655,2002,12.48115011972384,5.436634111438597,7.0445160082852425
PA,21609,287497,2002,6.990805743013724,-0.05371026527151823,7.0445160082852425
RI,4357,47545,2002,8.39466687218219,1.350150863896948,7.0445160082852425
SC,27623,201280,2002,12.06755700012669,5.023040991841448,7.0445160082852425
SD,1462,17836,2002,7.575914602549487,0.5313985942642443,7.0445160082852425
TN,35173,463360,2002,7.055300250936247,0.010784242651004305,7.0445160082852425
TX,51193,933800,2002,5.197295818345917,-1.8472201899393257,7.0445160082852425
UT,10191,86877,2002,10.49882556558289,3.4543095572976483,7.0445160082852425
VA,27084,191280,2002,12.40314337528164,5.358627366996398,7.0445160082852425
VT,2722,21900,2002,11.055153927382017,4.010637919096775,7.0445160082852425
WA,48437,348466,2002,12.2037374371068,5.159221428821558,7.0445160082852425
WI,31168,197150,2002,13.65113569670372,6.606619688418478,7.0445160082852425
WV,7453,173752,2002,4.113021163875169,-2.9314948444100732,7.0445160082852425
WY,1791,17306,2002,9.378436403623606,2.333920395338364,7.0445160082852425
XX,1096697,14482911,2002,7.039310616801142,-0.0052053914841003746,7.0445160082852425
AK,7195,46090,2003,13.502861968659097,5.1837521687173975,8.3191097999417
AL,48426,300208,2003,13.89021151121233,5.5711017112706305,8.3191097999417
AR,11105,138373,2003,7.429186903758413,-0.889922896183287,8.3191097999417
CA,135654,1925777,2003,6.580574367999705,-1.7385354319419948,8.3191097999417
CO,20905,131704,2003,13.698405729675184,5.379295929733484,8.3191097999417
CT,26306,144475,2003,15.403352831989507,7.084243032047807,8.3191097999417
DC,1831,40555,2003,4.319822582928325,-3.999287217013374,8.3191097999417
DE,7807,51550,2003,13.152618899203128,4.833509099261429,8.3191097999417
FL,103703,731691,2003,12.41366349291472,4.094553692973021,8.3191097999417
GA,66171,524598,2003,11.200824687822143,2.8817148878804435,8.3191097999417
HI,9564,46102,2003,17.18104408436029,8.861934284418592,8.3191097999417
IA,17282,140240,2003,10.9711659323777,2.652056132436,8.3191097999417
ID,9650,63357,2003,13.217910611311245,4.898800811369545,8.3191097999417
IL,72275,823803,2003,8.065704101651864,-0.2534056982898356,8.3191097999417
IN,45856,353132,2003,11.493077486039681,3.1739676860979813,8.3191097999417
KS,12323,115637,2003,9.630353235386057,1.3112434354443572,8.3191097999417
KY,11271,459043,2003,2.3964840510807672,-5.922625748860932,8.3191097999417
LA,24481,337903,2003,6.755541083491545,-1.5635687164501544,8.3191097999417
MA,76312,544664,2003,12.289041766509495,3.9699319665677955,8.3191097999417
MD,19544,155046,2003,11.194226473452087,2.8751166735103872,8.3191097999417
ME,36316,155318,2003,18.950708120688393,10.631598320746694,8.3191097999417
MI,37583,357949,2003,9.501886067372551,1.1827762674308513,8.3191097999417
MN,19331,150127,2003,11.407546412680428,3.088436612738729,8.3191097999417
MO,55686,428474,2003,11.501569729015202,3.1824599290735023,8.3191097999417
MS,18539,275015,2003,6.315362761195555,-2.0037470387461447,8.3191097999417
MT,10132,49157,2003,17.08917337111437,8.77006357117267,8.3191097999417
NC,140006,623710,2003,18.332207260290474,10.013097460348774,8.3191097999417
ND,2328,22603,2003,9.337772251413902,1.0186624514722027,8.3191097999417
NE,9107,120393,2003,7.032432432432432,-1.2866773675092675,8.3191097999417
NH,16004,85776,2003,15.724110827274515,7.4050010273328155,8.3191097999417
NJ,39513,267990,2003,12.8496307353099,4.5305209353682,8.3191097999417
NM,5807,56818,2003,9.272654690618761,0.9535448906770618,8.3191097999417
NV,11542,61233,2003,15.859841978701478,7.540732178759779,8.3191097999417
NY,101825,1980790,2003,4.88928582575272,-3.42982397418898,8.3191097999417
OH,128490,908285,2003,12.393238648694268,4.074128848752569,8.3191097999417
OK,11178,116419,2003,8.76039405315172,0.44128425321001963,8.3191097999417
OR,33060,140258,2003,19.07476430607323,10.755654506131531,8.3191097999417
PA,39175,329780,2003,10.617826022143621,2.2987162222019215,8.3191097999417
RI,7493,56492,2003,11.710557161834805,3.391447361893105,8.3191097999417
SC,47740,242187,2003,16.466213909018474,8.147104109076775,8.3191097999417
SD,2788,21849,2003,11.316312862767381,2.9972030628256814,8.3191097999417
TN,91916,3647838,2003,2.4578087221779827,-5.8613010777637164,8.3191097999417
TX,71920,1201693,2003,5.646927284818857,-2.6721825151228424,8.3191097999417
UT,16942,109218,2003,13.428979074191503,5.109869274249803,8.3191097999417
VA,42914,222118,2003,16.192007002927948,7.872897202986248,8.3191097999417
VT,2836,12923,2003,17.996065740211943,9.676955940270243,8.3191097999417
WA,76012,1374988,2003,5.238594073053067,-3.080515726888633,8.3191097999417
WI,53105,249286,2003,17.561699918317675,9.242590118375976,8.3191097999417
WV,15295,212066,2003,6.727187160506859,-1.5919226394348405,8.3191097999417
WY,2784,21128,2003,11.642689862830379,3.323580062888679,8.3191097999417
XX,1886114,20873900,2003,8.286963268124529,-0.032146531817170754,8.3191097999417
AK,8115,51822,2004,13.539216176985835,4.516481571741528,9.022734605244308
AL,58012,318702,2004,15.39948077321257,6.376746167968262,9.022734605244308
AR,10418,122723,2004,7.824787255616227,-1.1979473496280812,9.022734605244308
CA,181554,1980015,2004,8.399176709140443,-0.6235578961038648,9.022734605244308
CO,29213,163267,2004,15.177161263507896,6.1544266582635885,9.022734605244308
CT,30489,153424,2004,16.5779471815478,7.555212576303491,9.022734605244308
DC,1673,42120,2004,3.820245244673806,-5.202489360570501,9.022734605244308
DE,10550,73226,2004,12.593105423987778,3.57037081874347,9.022734605244308
FL,119650,754081,2004,13.694146138800157,4.671411533555849,9.022734605244308
GA,83379,580885,2004,12.552087724157865,3.5293531189135567,9.022734605244308
HI,12011,45624,2004,20.839767502385705,11.817032897141397,9.022734605244308
IA,21838,159510,2004,12.042040717294924,3.019306112050616,9.022734605244308
ID,9761,68194,2004,12.521326406260021,3.4985918010157135,9.022734605244308
IL,88393,852865,2004,9.390942759583451,0.36820815433914333,9.022734605244308
IN,59905,370640,2004,13.913760466385627,4.891025861141319,9.022734605244308
KS,17064,129319,2004,11.657091328911145,2.634356723666837,9.022734605244308
KY,13449,529727,2004,2.475993048293739,-6.546741556950568,9.022734605244308
LA,33229,373530,2004,8.169210761163244,-0.8535238440810637,9.022734605244308
MA,92249,503908,2004,15.473943944296554,6.451209339052246,9.022734605244308
MD,34474,173972,2004,16.538575938132656,7.515841332888348,9.022734605244308
ME,45425,163085,2004,21.7855258740588,12.76279126881449,9.022734605244308
MI,49807,420543,2004,10.589348357606038,1.5666137523617305,9.022734605244308
MN,21582,156721,2004,12.104114905525986,3.081380300281678,9.022734605244308
MO,72749,494026,2004,12.835604957875702,3.8128703526313945,9.022734605244308
MS,20255,303218,2004,6.261728181331981,-2.7610064239123266,9.022734605244308
MT,11633,52032,2004,18.27220607869316,9.249471473448851,9.022734605244308
NC,155112,710882,2004,17.911440494968787,8.888705889724479,9.022734605244308
ND,2691,24229,2004,9.9962852897474,0.9735506845030919,9.022734605244308
NE,10617,127159,2004,7.705986528858437,-1.3167480763858705,9.022734605244308
NH,19433,84463,2004,18.7042812042812,9.681546599036894,9.022734605244308
NJ,49442,332455,2004,12.946422726546686,3.923688121302378,9.022734605244308
NM,7086,61795,2004,10.287307094844731,1.2645724896004236,9.022734605244308
NV,12579,63706,2004,16.489480238579013,7.466745633334705,9.022734605244308
NY,110571,2110165,2004,4.979024971901207,-4.0437096333431,9.022734605244308
OH,132148,766686,2004,14.702158574330745,5.679423969086438,9.022734605244308
OK,21628,211837,2004,9.263915362045703,0.24118075680139484,9.022734605244308
OR,37300,99401,2004,27.285828194380436,18.263093589136126,9.022734605244308
PA,49922,374518,2004,11.761850909433607,2.7391163041892987,9.022734605244308
RI,8828,60832,2004,12.67298306057996,3.6502484553356513,9.022734605244308
SC,54927,270921,2004,16.85663254032555,7.833897935081241,9.022734605244308
SD,3491,23761,2004,12.810068985762513,3.787334380518205,9.022734605244308
TN,149953,6123691,2004,2.3902057560167584,-6.632528849227549,9.022734605244308
TX,79232,1639949,2004,4.608706122275665,-4.414028482968643,9.022734605244308
UT,20446,125650,2004,13.994907458109736,4.9721728528654285,9.022734605244308
VA,50662,249995,2004,16.850430889684922,7.827696284440615,9.022734605244308
VT,3048,13140,2004,18.82876204595997,9.806027440715662,9.022734605244308
WA,120995,417477,2004,22.470063438767475,13.447328833523168,9.022734605244308
WI,65791,289686,2004,18.507807818789964,9.485073213545656,9.022734605244308
WV,21805,222576,2004,8.922543078226212,-0.10019152701809553,9.022734605244308
WY,2892,22011,2004,11.613058667630407,2.590324062386099,9.022734605244308
XX,2340631,23604893,2004,9.021328688524463,-0.001405916719845024,9.022734605244308
AK,11944,54973,2005,17.848977091023208,6.275566722732718,11.57341036829049
AL,61621,317149,2005,16.268711883200886,4.695301514910396,11.57341036829049
AR,17467,136552,2005,11.340808601536175,-0.23260176675431588,11.57341036829049
CA,248365,2270506,2005,9.86017148158838,-1.7132388867021113,11.57341036829049
CO,34627,185003,2005,15.76606110276374,4.192650734473249,11.57341036829049
CT,41022,165515,2005,19.86181652682086,8.28840615853037,11.57341036829049
DC,2834,49653,2005,5.3994322403642805,-6.17397812792621,11.57341036829049
DE,10554,71462,2005,12.868220834959033,1.294810466668542,11.57341036829049
FL,149416,878940,2005,14.529598699283127,2.956188330992637,11.57341036829049
GA,110926,592078,2005,15.778857588292528,4.205447220002037,11.57341036829049
HI,13592,42065,2005,24.42100724077834,12.84759687248785,11.57341036829049
IA,28017,172373,2005,13.981236588652129,2.4078262203616383,11.57341036829049
ID,12301,70962,2005,14.773668976616264,3.2002586083257736,11.57341036829049
IL,120582,1015290,2005,10.615808823529411,-0.9576015447610793,11.57341036829049
IN,80239,315945,2005,20.252963269591906,8.679552901301415,11.57341036829049
KS,28226,135288,2005,17.262130459777143,5.688720091486653,11.57341036829049
KY,49431,533567,2005,8.478759789913516,-3.0946505783769744,11.57341036829049
LA,50656,452461,2005,10.068433386269993,-1.504976982020498,11.57341036829049
MA,126091,484168,2005,20.6618829054549,9.088472537164408,11.57341036829049
MD,50088,188199,2005,21.020030467461506,9.446620099171016,11.57341036829049
ME,62431,170835,2005,26.763866144230192,15.190455775939702,11.57341036829049
MI,86594,387721,2005,18.25664379157311,6.683233423282621,11.57341036829049
MN,26836,161602,2005,14.241288912002886,2.667878543712396,11.57341036829049
MO,98747,549244,2005,15.238946219932068,3.665535851641577,11.57341036829049
MS,26448,297725,2005,8.158606669895395,-3.4148036983950956,11.57341036829049
MT,15194,50101,2005,23.269775633662608,11.696365265372117,11.57341036829049
NC,190268,798481,2005,19.24330644076505,7.669896072474559,11.57341036829049
ND,5613,22820,2005,19.74114585165125,8.16773548336076,11.57341036829049
NE,14081,134025,2005,9.507379849567203,-2.066030518723288,11.57341036829049
NH,21972,79027,2005,21.754670838325133,10.181260470034642,11.57341036829049
NJ,81653,409848,2005,16.612987562588884,5.039577194298394,11.57341036829049
NM,2305,22986,2005,9.113914040567792,-2.4594963277226984,11.57341036829049
NV,17987,65615,2005,21.515035525465898,9.941625157175407,11.57341036829049
