State,Narcotic,NonNarcotic,Year,Percentage,From.Yearly.Mean,Yearly.Mean
AK,28564,78988,2013,26.558315977387682,6.394541580805058,20.163774396582625
AL,124079,555822,2013,18.24956868720593,-1.914205709376695,20.163774396582625
AR,55735,278772,2013,16.661833683600044,-3.501940712982581,20.163774396582625
AZ,462763,1255891,2013,26.925896660991683,6.762122264409058,20.163774396582625
CA,932114,5182279,2013,15.244587647539177,-4.9191867490434475,20.163774396582625
CO,206065,396659,2013,34.18894883893789,14.025174442355265,20.163774396582625
CT,257799,641656,2013,28.66168957868932,8.497915182106695,20.163774396582625
DC,33905,213534,2013,13.702367048040124,-6.461407348542501,20.163774396582625
DE,113958,182029,2013,38.501015247291264,18.33724085070864,20.163774396582625
FL,615995,1857386,2013,24.904978246376114,4.741203849793489,20.163774396582625
GA,304260,1172219,2013,20.60713359282455,0.443359196241925,20.163774396582625
HI,59545,215102,2013,21.680557224364367,1.5167828277817428,20.163774396582625
IA,82696,338293,2013,19.64326858896551,-0.5205058076171163,20.163774396582625
ID,74393,170922,2013,30.325499867517276,10.161725470934652,20.163774396582625
IL,222185,1316261,2013,14.442170865925746,-5.721603530656878,20.163774396582625
IN,281620,1096054,2013,20.44170101199558,0.27792661541295516,20.163774396582625
KS,29051,73930,2013,28.21005816606947,8.046283769486845,20.163774396582625
KY,142912,1110304,2013,11.403620764497102,-8.760153632085522,20.163774396582625
LA,183256,720375,2013,20.279959408209766,0.11618501162714168,20.163774396582625
MA,329552,945222,2013,25.851798044202347,5.688023647619723,20.163774396582625
MD,428852,876706,2013,32.848176794903026,12.684402398320401,20.163774396582625
ME,94579,246494,2013,27.72984082586426,7.566066429281637,20.163774396582625
MI,390137,1997201,2013,16.34192560919317,-3.821848787389456,20.163774396582625
MN,281085,928999,2013,23.228552728570907,3.0647783319882826,20.163774396582625
MO,334638,918217,2013,26.710034281700594,6.546259885117969,20.163774396582625
MS,60847,387230,2013,13.579585651573279,-6.584188745009346,20.163774396582625
MT,37097,74818,2013,33.14747799669392,12.983703600111298,20.163774396582625
NC,482519,1207583,2013,28.54969700053606,8.385922603953436,20.163774396582625
ND,17643,40541,2013,30.322769146157018,10.158994749574394,20.163774396582625
NE,56732,229770,2013,19.801606969584853,-0.3621674269977717,20.163774396582625
NH,54986,105466,2013,34.26943883529031,14.105664438707684,20.163774396582625
NJ,217960,1108671,2013,16.429587428606748,-3.7341869679758766,20.163774396582625
NM,100959,355391,2013,22.123151090172016,1.959376693589391,20.163774396582625
NV,91079,223435,2013,28.958647309817685,8.79487291323506,20.163774396582625
NY,698400,5648921,2013,11.003067278305288,-9.160707118277337,20.163774396582625
OH,653726,2560149,2013,20.340741316946055,0.1769669203634301,20.163774396582625
OK,157966,466543,2013,25.29443130523339,5.130656908650764,20.163774396582625
OR,228529,624592,2013,26.78740764791864,6.623633251336017,20.163774396582625
PA,600273,2007449,2013,23.019056479179913,2.855282082597288,20.163774396582625
RI,41860,197120,2013,17.51611013473931,-2.647664261843314,20.163774396582625
SC,130163,427008,2013,23.361409692895,3.1976352963123738,20.163774396582625
SD,24868,40018,2013,38.32567888296396,18.16190448638134,20.163774396582625
TN,239567,925422,2013,20.56388515256367,0.4001107559810464,20.163774396582625
TX,371254,3176714,2013,10.463848602918628,-9.699925793663997,20.163774396582625
UT,140774,223058,2013,38.692033685877,18.528259289294375,20.163774396582625
VA,271052,821993,2013,24.797881148534596,4.634106751951972,20.163774396582625
VT,54405,110751,2013,32.94158250381457,12.777808107231948,20.163774396582625
WA,252960,742533,2013,25.410525237244258,5.246750840661633,20.163774396582625
WI,331289,880416,2013,27.3407306233778,7.176956226795177,20.163774396582625
WV,141836,456771,2013,23.694343701293167,3.530569304710543,20.163774396582625
WY,16074,34599,2013,31.72103487064117,11.557260474058545,20.163774396582625
XX,11728102,46299228,2013,20.211341793599672,0.0475673970170476,20.163774396582625
AK,27662,96307,2014,22.313642926860748,4.366460817463455,17.947182109397293
AL,117667,623438,2014,15.877237368524028,-2.0699447408732645,17.947182109397293
AR,78039,465861,2014,14.348041919470491,-3.5991401899268016,17.947182109397293
AZ,504450,1613930,2014,23.813008053323767,5.865825943926474,17.947182109397293
CA,1308880,7971511,2014,14.103716104202938,-3.8434660051943546,17.947182109397293
CO,317278,855721,2014,27.0484459066035,9.101263797206208,17.947182109397293
CT,286016,821290,2014,25.82989706549048,7.882714956093189,17.947182109397293
DC,36474,232688,2014,13.550947013322832,-4.396235096074461,17.947182109397293
DE,123532,222670,2014,35.68205845142431,17.734876342027018,17.947182109397293
FL,659297,2410658,2014,21.475787104371236,3.528604994973943,17.947182109397293
GA,316682,1572185,2014,16.765711932073565,-1.1814701773237282,17.947182109397293
HI,63934,271460,2014,19.062356512042552,1.115174402645259,17.947182109397293
IA,145256,551873,2014,20.83631580381823,2.889133694420938,17.947182109397293
ID,79287,196082,2014,28.79300139086099,10.845819281463697,17.947182109397293
IL,277730,1967845,2014,12.367879051022566,-5.579303058374727,17.947182109397293
IN,287687,1317005,2014,17.927864038706492,-0.019318070690800937,17.947182109397293
KS,159762,497009,2014,24.32537368428265,6.378191574885356,17.947182109397293
KY,201788,2307049,2014,8.04308928798483,-9.904092821412462,17.947182109397293
LA,163655,845748,2014,16.213048703045267,-1.7341334063520257,17.947182109397293
MA,336490,1197358,2014,21.937636584589868,3.990454475192575,17.947182109397293
MD,548697,1210412,2014,31.19175673593848,13.244574626541187,17.947182109397293
ME,82630,207834,2014,28.44758730858213,10.500405199184836,17.947182109397293
MI,497347,3053430,2014,14.006708954124688,-3.9404731552726044,17.947182109397293
MN,335794,1167631,2014,22.335267805178177,4.388085695780884,17.947182109397293
MO,302752,972607,2014,23.738570865144638,5.791388755747345,17.947182109397293
MS,68883,595871,2014,10.362179091814415,-7.585003017582878,17.947182109397293
MT,40657,96904,2014,29.555615327018558,11.608433217621265,17.947182109397293
NC,547424,1470050,2014,27.134129113931582,9.18694700453429,17.947182109397293
ND,25261,59174,2014,29.917688162491856,11.970506053094564,17.947182109397293
NE,55076,243439,2014,18.449994137648023,0.5028120282507302,17.947182109397293
NH,51248,111834,2014,31.42468206178487,13.477499952387578,17.947182109397293
NJ,315302,1565360,2014,16.765479389704264,-1.1817027196930283,17.947182109397293
NM,130018,596328,2014,17.900284437444412,-0.046897671952880415,17.947182109397293
NV,148907,476548,2014,23.807787930386677,5.8606058209893845,17.947182109397293
NY,711679,6287572,2014,10.167930825741212,-7.77925128365608,17.947182109397293
OH,687048,3362234,2014,16.967156152621627,-0.9800259567756662,17.947182109397293
OK,170229,611022,2014,21.789284109716338,3.842102000319045,17.947182109397293
OR,360367,1026857,2014,25.977563825308675,8.030381715911382,17.947182109397293
PA,662214,2254690,2014,22.702632654348584,4.755450544951291,17.947182109397293
RI,47030,271978,2014,14.74257698866486,-3.204605120732433,17.947182109397293
SC,136330,548825,2014,19.897687384606403,1.9505052752091103,17.947182109397293
SD,23386,51047,2014,31.41885991428533,13.471677804888039,17.947182109397293
TN,248099,1622711,2014,13.26158188164485,-4.685600227752444,17.947182109397293
TX,439066,3593812,2014,10.88716296401726,-7.060019145380032,17.947182109397293
UT,129048,288055,2014,30.939120552956943,12.99193844355965,17.947182109397293
VA,262130,884530,2014,22.860307327368183,4.91312521797089,17.947182109397293
VT,56756,122179,2014,31.71878056277419,13.771598453376896,17.947182109397293
WA,393480,1409353,2014,21.82564885377625,3.878466744378958,17.947182109397293
WI,379163,1177395,2014,24.359066607219262,6.411884497821969,17.947182109397293
WV,230229,935693,2014,19.74651820619218,1.7993360967948888,17.947182109397293
WY,16599,43061,2014,27.822661749916193,9.8754796405189,17.947182109397293
XX,13794201,62862036,2014,17.994884095341128,0.04770198594383501,17.947182109397293
AK,28711,100186,2015,22.2743741126636,5.340366800824995,16.934007311838606
AL,105490,687724,2015,13.29905927025998,-3.6349480415786264,16.934007311838606
AR,75176,407571,2015,15.57254628200693,-1.3614610298316752,16.934007311838606
AZ,541433,1928812,2015,21.918190300962053,4.984182989123447,16.934007311838606
CA,1680575,10465927,2015,13.835876370003481,-3.098130941835125,16.934007311838606
CO,346120,994806,2015,25.81201348918583,8.878006177347224,16.934007311838606
CT,305176,894961,2015,25.428430254212643,8.494422942374037,16.934007311838606
DC,30410,222124,2015,12.041942867099085,-4.892064444739521,16.934007311838606
DE,110375,219612,2015,33.44828735677466,16.51428004493605,16.934007311838606
FL,589909,2946617,2015,16.68046551898671,-0.2535417928518946,16.934007311838606
GA,322196,1654360,2015,16.300878902495047,-0.6331284093435592,16.934007311838606
HI,70518,315812,2015,18.25330675847074,1.319299446632133,16.934007311838606
IA,153578,635794,2015,19.455719229970153,2.5217119181315475,16.934007311838606
ID,74637,202233,2015,26.957416838227328,10.023409526388722,16.934007311838606
IL,367250,2416596,2015,13.192180889316434,-3.7418264225221716,16.934007311838606
IN,268658,1542271,2015,14.835369028824433,-2.098638283014173,16.934007311838606
KS,100139,295598,2015,25.304431983868074,8.370424672029468,16.934007311838606
KY,252421,2847953,2015,8.141630654882281,-8.792376656956325,16.934007311838606
LA,210314,1163079,2015,15.313460895752346,-1.6205464160862597,16.934007311838606
MA,307612,1160152,2015,20.957865160884175,4.023857849045569,16.934007311838606
MD,556571,1224427,2015,31.25051235318625,14.316505041347643,16.934007311838606
ME,79071,190643,2015,29.316609445560854,12.382602133722248,16.934007311838606
MI,535385,3605961,2015,12.927801734025604,-4.006205577813002,16.934007311838606
MN,297799,1136581,2015,20.761513685355347,3.8275063735167407,16.934007311838606
MO,292242,1107085,2015,20.88446803356185,3.9504607217232426,16.934007311838606
MS,67405,654763,2015,9.333700745532896,-7.60030656630571,16.934007311838606
MT,43244,112599,2015,27.748439134256913,10.814431822418307,16.934007311838606
NC,529026,1536356,2015,25.613954222511865,8.679946910673259,16.934007311838606
ND,31223,77129,2015,28.81626550502067,11.882258193182064,16.934007311838606
NE,53731,240085,2015,18.28729545021374,1.3532881383751345,16.934007311838606
NH,66807,150277,2015,30.774723148642924,13.840715836804318,16.934007311838606
NJ,431077,1950534,2015,18.1002271151754,1.1662198033367943,16.934007311838606
NM,156670,683161,2015,18.654943673191394,1.7209363613527877,16.934007311838606
NV,184809,701666,2015,20.84762683662822,3.9136195247896133,16.934007311838606
NY,736268,6818910,2015,9.745210503313093,-7.188796808525513,16.934007311838606
OH,836289,4593890,2015,15.400763031936885,-1.5332442799017212,16.934007311838606
OK,158781,587823,2015,21.26709741710465,4.333090105266045,16.934007311838606
OR,421605,1205281,2015,25.91484590807223,8.980838596233625,16.934007311838606
PA,830204,2943220,2015,22.001344137314018,5.067336825475412,16.934007311838606
RI,48877,288485,2015,14.487998055501212,-2.446009256337394,16.934007311838606
SC,89865,409936,2015,17.980156102128646,1.0461487902900402,16.934007311838606
SD,27174,57991,2015,31.907473727470204,14.973466415631599,16.934007311838606
TN,238807,1649346,2015,12.64765090540862,-4.286356406429986,16.934007311838606
TX,437230,3376510,2015,11.464599054995883,-5.469408256842723,16.934007311838606
UT,106579,300368,2015,26.189896964469572,9.255889652630966,16.934007311838606
VA,254990,878375,2015,22.498489012806996,5.56448170096839,16.934007311838606
VT,55441,141459,2015,28.156932453021838,11.222925141183232,16.934007311838606
WA,428203,1740810,2015,19.74183649429487,2.8078291824562633,16.934007311838606
WI,406802,1265419,2015,24.327047680898637,7.3930403690600315,16.934007311838606
WV,221313,1014175,2015,17.913002797275247,0.9789954854366414,16.934007311838606
WY,17171,44678,2015,27.76277708612912,10.828769774290514,16.934007311838606
XX,14831523,72488186,2015,16.98530969680625,0.051302384967645054,16.934007311838606
AK,37966,141639,2016,21.138609726900697,5.087977112258887,16.05063261464181
AL,106395,718929,2016,12.891300870930689,-3.159331743711121,16.05063261464181
AR,82380,439878,2016,15.77381294302816,-0.27681967161364973,16.05063261464181
AZ,585096,2145747,2016,21.425471914716447,5.374839300074637,16.05063261464181
CA,1606306,11550116,2016,12.20929216165307,-3.8413404529887405,16.05063261464181
CO,391733,1133222,2016,25.688167847575833,9.637535232934024,16.05063261464181
CT,266236,918719,2016,22.468026211965856,6.417393597324047,16.05063261464181
DC,31807,247291,2016,11.39635540204516,-4.65427721259665,16.05063261464181
DE,112060,236043,2016,32.1916214453768,16.140988830734994,16.05063261464181
FL,533428,2854211,2016,15.746305908038016,-0.3043267066037938,16.05063261464181
GA,313935,1590319,2016,16.48598348749694,0.43535087285513185,16.05063261464181
HI,56249,284093,2016,16.52719911148198,0.47656649684017083,16.05063261464181
IA,115118,485233,2016,19.17511589053737,3.1244832758955603,16.05063261464181
ID,69549,200714,2016,25.73382223981825,9.683189625176439,16.05063261464181
IL,396652,2793534,2016,12.433507011816866,-3.6171256028249434,16.05063261464181
IN,301350,1999651,2016,13.096474099750498,-2.9541585148913114,16.05063261464181
KS,94111,284040,2016,24.887148255591022,8.836515640949212,16.05063261464181
KY,253409,3100727,2016,7.55512000705994,-8.495512607581869,16.05063261464181
LA,248083,1411075,2016,14.952343297021741,-1.0982893176200683,16.05063261464181
MA,285180,1143894,2016,19.955579627087193,3.9049470124453833,16.05063261464181
MD,556135,1264894,2016,30.539601511013824,14.488968896372015,16.05063261464181
ME,69977,180326,2016,27.956916217544336,11.906283602902526,16.05063261464181
MI,530173,4036526,2016,11.609545538254217,-4.441087076387593,16.05063261464181
MN,290156,1132854,2016,20.390299435703195,4.339666821061385,16.05063261464181
MO,280106,1123036,2016,19.96276927067966,3.912136656037852,16.05063261464181
MS,61688,635791,2016,8.844423989826216,-7.206208624815593,16.05063261464181
MT,65640,204217,2016,24.323993818948555,8.273361204306745,16.05063261464181
NC,520783,1470681,2016,26.15076144986804,10.10012883522623,16.05063261464181
ND,26091,79150,2016,24.791668646250038,8.741036031608228,16.05063261464181
NE,66097,255559,2016,20.548971572114308,4.498338957472498,16.05063261464181
NH,37473,99450,2016,27.367936723559954,11.317304108918144,16.05063261464181
NJ,496578,2277371,2016,17.901482687677387,1.850850073035577,16.05063261464181
NM,173099,714585,2016,19.500069844674456,3.449437230032647,16.05063261464181
NV,222223,854258,2016,20.6434670003465,4.592834385704691,16.05063261464181
NY,697914,6938485,2016,9.139307676301357,-6.911324938340453,16.05063261464181
OH,883477,4940235,2016,15.170341527877751,-0.8802910867640588,16.05063261464181
OK,159193,563094,2016,22.04013086210883,5.989498247467019,16.05063261464181
OR,366789,1163790,2016,23.964068499567812,7.9134358849260025,16.05063261464181
PA,893621,3374572,2016,20.93675239146871,4.886119776826899,16.05063261464181
RI,62652,361904,2016,14.757063850234125,-1.2935687644076843,16.05063261464181
SC,92423,475821,2016,16.264667994734655,0.21403538009284517,16.05063261464181
SD,31741,57496,2016,35.56932662460638,19.518694009964573,16.05063261464181
TN,219405,1759645,2016,11.086379828705692,-4.964252785936118,16.05063261464181
TX,458521,3550616,2016,11.43690026057977,-4.613732354062039,16.05063261464181
UT,95522,279678,2016,25.458955223880597,9.408322609238787,16.05063261464181
VA,237271,947543,2016,20.02601252179667,3.97537990715486,16.05063261464181
VT,55560,138539,2016,28.624567875156494,12.573935260514684,16.05063261464181
WA,433274,1763906,2016,19.719549604493032,3.6689169898512226,16.05063261464181
WI,384676,1281118,2016,23.092651312227083,7.042018697585274,16.05063261464181
WV,204363,1012600,2016,16.792868805378635,0.7422361907368256,16.05063261464181
WY,16339,44217,2016,26.981636832023252,10.931004217381442,16.05063261464181
XX,14864276,77319989,2016,16.124526241002194,0.07389362636038399,16.05063261464181
AK,13053,40753,2017,24.259376277738543,9.358890754949984,14.900485522788559
AL,23905,178076,2017,11.835271634460668,-3.065213888327891,14.900485522788559
AR,22547,126230,2017,15.154896254125303,0.2544107313367441,14.900485522788559
AZ,71430,290329,2017,19.74518947697224,4.8447039541836805,14.900485522788559
CA,271641,2019939,2017,11.85387374649805,-3.0466117762905096,14.900485522788559
CO,82038,257729,2017,24.145370209584804,9.244884686796246,14.900485522788559
CT,53453,220885,2017,19.484358710787422,4.583873187998863,14.900485522788559
DC,6644,57366,2017,10.379628183096392,-4.520857339692167,14.900485522788559
DE,15434,42455,2017,26.661369172036135,11.760883649247576,14.900485522788559
FL,116369,687010,2017,14.48494421686402,-0.4155413059245383,14.900485522788559
GA,76609,415170,2017,15.5779323639277,0.6774468411391403,14.900485522788559
HI,13271,73516,2017,15.291460702639798,0.39097517985123886,14.900485522788559
IA,23647,88461,2017,21.093053127341495,6.192567604552936,14.900485522788559
ID,16442,51171,2017,24.317808705426472,9.417323182637913,14.900485522788559
IL,102623,772865,2017,11.721805438795277,-3.1786800839932816,14.900485522788559
IN,30186,245080,2017,10.966120043884823,-3.934365478903736,14.900485522788559
KS,21747,59670,2017,26.71063782748075,11.81015230469219,14.900485522788559
KY,52626,747856,2017,6.574288990882993,-8.326196531905566,14.900485522788559
LA,76437,473341,2017,13.903248220190696,-0.9972373025978634,14.900485522788559
MA,61856,277601,2017,18.22204285078817,3.321557327999612,14.900485522788559
MD,133804,339419,2017,28.27504157659285,13.374556053804293,14.900485522788559
ME,15004,42010,2017,26.316343354263864,11.415857831475305,14.900485522788559
MI,89147,799282,2017,10.034228959207772,-4.866256563580787,14.900485522788559
MN,65394,280169,2017,18.923900996345093,4.023415473556534,14.900485522788559
MO,63069,283507,2017,18.19774017820045,3.2972546554118924,14.900485522788559
MS,14249,156600,2017,8.340113199374887,-6.560372323413672,14.900485522788559
MT,18142,61299,2017,22.837074054959025,7.936588532170466,14.900485522788559
NC,124816,438880,2017,22.142431381453832,7.241945858665273,14.900485522788559
ND,5183,16688,2017,23.698047642997576,8.797562120209017,14.900485522788559
NE,10727,62869,2017,14.575520408717866,-0.32496511407069306,14.900485522788559
NH,6679,20792,2017,24.312911797895964,9.412426275107405,14.900485522788559
NJ,29686,150396,2017,16.484712519852067,1.5842269970635083,14.900485522788559
NM,42906,197118,2017,17.875712428757122,2.9752269059685634,14.900485522788559
NV,49257,204885,2017,19.38168425525887,4.481198732470313,14.900485522788559
NY,154025,1641229,2017,8.579565899867093,-6.3209196229214655,14.900485522788559
OH,209983,1269163,2017,14.196232150173142,-0.7042533726154172,14.900485522788559
OK,35777,135167,2017,20.929076188693372,6.028590665904813,14.900485522788559
OR,82916,278569,2017,22.937604603233883,8.037119080445324,14.900485522788559
PA,202105,833734,2017,19.511236784867148,4.610751262078589,14.900485522788559
RI,15019,93673,2017,13.817944282927908,-1.0825412398606513,14.900485522788559
SC,17402,100837,2017,14.717648153316587,-0.18283736947197227,14.900485522788559
SD,6361,13315,2017,32.32872535068103,17.428239827892476,14.900485522788559
TN,48520,417525,2017,10.411011812164062,-4.489473710624496,14.900485522788559
TX,99489,986069,2017,9.164779772246161,-5.735705750542397,14.900485522788559
UT,18410,62874,2017,22.648983809851877,7.748498287063319,14.900485522788559
VA,49491,231991,2017,17.58229655892739,2.6818110361388303,14.900485522788559
VT,11962,30894,2017,27.912077655404143,13.011592132615585,14.900485522788559
WA,99550,441850,2017,18.387513852973772,3.487028330185213,14.900485522788559
WI,86304,325920,2017,20.936190032603633,6.035704509815075,14.900485522788559
WV,46522,247177,2017,15.840026693996235,0.9395411712076758,14.900485522788559
WY,2488,10488,2017,19.173859432799016,4.2733739100104575,14.900485522788559
XX,3082036,17472013,2017,14.994787645003669,0.09430212221510992,14.900485522788559
